,Website,Total Img Count,Optimized Img Count,Actual Bytes,Transferred Bytes,q-75,q-70,q-50,q-30,q-10
0,giphy.com,37.0,30.0,4706283.0,1476821.0,1408133.0,1406947.0,1402803.0,1396515.0,1389627.0
1,google.ch,20.0,4.0,1502663.0,523415.0,521763.0,521647.0,521135.0,518739.0,511801.0
2,rambler.ru,105.0,105.0,5429527.0,2409534.0,2217563.0,2215501.0,2206071.0,2186515.0,2139497.0
3,wellsfargo.com,25.0,24.0,1779729.0,839517.0,744344.0,736036.0,708930.0,679396.0,648974.0
4,visualstudio.com,39.0,22.0,12066685.0,9401657.0,1643715.0,1631321.0,1593247.0,1559899.0,1527875.0
5,nextdoor.com,34.0,28.0,11004461.0,2972321.0,2832841.0,2832841.0,2832841.0,2832841.0,2832841.0
6,grammarly.com,43.0,31.0,4536949.0,1902669.0,1887151.0,1886997.0,1879470.0,1799162.0,1713180.0
7,harvard.edu,34.0,29.0,7268104.0,4864863.0,3632163.0,3462883.0,2940387.0,2628995.0,2202963.0
8,onlinesbi.sbi,31.0,28.0,2748869.0,2430833.0,629767.0,609667.0,539093.0,456599.0,366877.0
9,ynet.co.il,48.0,42.0,9613329.0,3702722.0,3180306.0,3167976.0,3128186.0,3086144.0,3041054.0
10,nate.com,73.0,71.0,2163237.0,954162.0,611676.0,604094.0,577508.0,551050.0,522415.0
11,aparat.com,14.0,13.0,6346012.0,2379526.0,2007756.0,2005168.0,1996500.0,1987430.0,1977168.0
12,mynet.com,132.0,111.0,5414853.0,3580675.0,3211400.0,3111898.0,2708630.0,2234779.0,1835333.0
13,tutorialspoint.com,35.0,20.0,3908029.0,2425680.0,1137067.0,1130635.0,1108235.0,1084011.0,1058141.0
14,constantcontact.com,39.0,24.0,6863911.0,2365011.0,1654232.0,1650574.0,1637802.0,1624716.0,1609826.0
15,as.com,49.0,30.0,7554185.0,2665174.0,2269751.0,2248457.0,2172325.0,2099993.0,2024567.0
16,a8.net,76.0,49.0,2376366.0,2037235.0,871467.0,853085.0,793191.0,724175.0,646129.0
17,mayoclinic.org,35.0,23.0,7564749.0,1822806.0,1738030.0,1735008.0,1724350.0,1714822.0,1704716.0
18,it168.com,47.0,47.0,3766452.0,3441922.0,521270.0,503414.0,438926.0,379750.0,317778.0
19,stackexchange.com,70.0,59.0,1634520.0,976396.0,470631.0,456000.0,411420.0,367230.0,324120.0
20,credit.agricole.fr,35.0,19.0,7216197.0,3159367.0,2145195.0,2125231.0,2054707.0,1993341.0,1932733.0
21,sabq.org,78.0,74.0,6745517.0,2410259.0,2385522.0,2381984.0,2360895.0,2304783.0,2136941.0
22,tgju.org,33.0,32.0,4503766.0,2201567.0,1911376.0,1895798.0,1837285.0,1751952.0,1636914.0
23,winshang.com,106.0,105.0,5569256.0,5453559.0,888995.0,858919.0,759549.0,652843.0,537071.0
24,fun48.com,56.0,55.0,427604.0,303263.0,137382.0,134376.0,123614.0,112842.0,100730.0
25,twitch.tv,129.0,129.0,4691299.0,2642101.0,1043170.0,1025646.0,962666.0,894972.0,822722.0
26,istockphoto.com,54.0,34.0,7201547.0,3857708.0,2279940.0,2239346.0,2101354.0,1963098.0,1813476.0
27,web.de,52.0,52.0,2780292.0,1117082.0,708856.0,704993.0,690533.0,667229.0,639361.0
28,alimama.com,45.0,29.0,8249244.0,5641756.0,1278813.0,1263393.0,1219413.0,1175051.0,1134195.0
29,schwab.com,24.0,22.0,6709711.0,2091886.0,1945173.0,1933189.0,1890773.0,1847765.0,1804467.0
30,google.com.vn,20.0,3.0,2118161.0,1083356.0,1083199.0,1083201.0,1083135.0,1081265.0,1074761.0
31,op.gg,19.0,15.0,7417991.0,2139093.0,1857793.0,1853245.0,1840083.0,1824700.0,1806914.0
32,trustpilot.com,93.0,61.0,4826180.0,2083662.0,1443671.0,1434827.0,1407777.0,1382303.0,1358183.0
33,lenovo.com,33.0,14.0,5287399.0,2121301.0,1989443.0,1980255.0,1949795.0,1917143.0,1882331.0
34,dream.co.id,134.0,131.0,8213974.0,2845874.0,1948750.0,1934618.0,1891630.0,1846756.0,1799668.0
35,1337x.to,3.0,2.0,1047877.0,478377.0,415909.0,415483.0,413837.0,412317.0,410901.0
36,grid.id,53.0,14.0,6685871.0,4811223.0,4809328.0,4808984.0,4803573.0,4795777.0,4782040.0
37,instacart.com,27.0,18.0,4554640.0,1607299.0,1482454.0,1475780.0,1460840.0,1450976.0,1436768.0
38,skroutz.gr,33.0,31.0,2541191.0,1172359.0,520923.0,519551.0,515481.0,511133.0,506681.0
39,gap.com,102.0,72.0,14235235.0,4120970.0,3726739.0,3695946.0,3596181.0,3490227.0,3390125.0
40,ameba.jp,21.0,19.0,5335518.0,4099896.0,1350482.0,1315046.0,1199428.0,1080428.0,959892.0
41,caixabank.es,75.0,74.0,2988245.0,1129287.0,809999.0,798729.0,760795.0,723561.0,682439.0
42,cnbc.com,43.0,29.0,14383612.0,4461651.0,4454370.0,4451974.0,4441317.0,4417223.0,4380897.0
43,farfetch.com,25.0,16.0,6726883.0,2095353.0,1961683.0,1958681.0,1948809.0,1937549.0,1923319.0
44,xfinity.com,117.0,39.0,11624904.0,4144140.0,3129904.0,3121484.0,3093770.0,3066220.0,3039536.0
45,cpic.com.cn,84.0,83.0,4213885.0,3884445.0,1453932.0,1433904.0,1367373.0,1291163.0,1209607.0
46,live.com,31.0,18.0,5131142.0,2944179.0,1816045.0,1765363.0,1590487.0,1415469.0,1234991.0
47,ltn.com.tw,98.0,80.0,13870964.0,7992766.0,6254276.0,6184962.0,5956058.0,5719224.0,5456947.0
48,udemy.com,71.0,63.0,4585925.0,1537916.0,1343016.0,1339728.0,1328551.0,1315453.0,1302641.0
49,aljazeera.com,97.0,86.0,8542225.0,3530027.0,2636787.0,2617971.0,2546741.0,2474125.0,2394844.0
50,shopee.sg,83.0,75.0,12394972.0,6762416.0,2869928.0,2819062.0,2660532.0,2497296.0,2336464.0
51,google.ro,20.0,3.0,1504620.0,523397.0,523273.0,523275.0,523209.0,521316.0,514812.0
52,epicgames.com,157.0,150.0,27388522.0,21229137.0,15034373.0,14551132.0,12564199.0,10155764.0,7401407.0
53,fc2.com,9.0,9.0,419487.0,299978.0,143230.0,139972.0,130702.0,120804.0,109330.0
